专业,课程,课程类型,任务,操作流程,技能名,技能UUID,可观察能力要求,达成结果,对应能力编号,对应能力名称,可达等级,支撑强度
导游（540102）,研学旅行策划与管理,综合拓展类,研学旅行导师配置与团队协作,岗前培训与团建,团队协同与沟通能力,c4198462-f289-49b6-a0eb-bcfca1d037ca,能组织岗前培训，统一服务标准，明确应急预案中的分工,完成岗前交底,,,,
导游（540102）,研学旅行策划与管理,综合拓展类,研学旅行现场教学组织与引导,教学开场与情境导入,研学课堂控场与导入能力,2a37abfe-2e8c-4395-a8be-9208da545f11,能运用破冰游戏、故事讲述等方式快速吸引学生注意力，引出研学主题,完成课前导入,,,,
导游（540102）,研学旅行策划与管理,综合拓展类,研学旅行现场教学组织与引导,探究过程指导与干预,探究式学习引导能力,fe176f6b-d12e-43c5-af2f-32f13cbae9be,能在学生探究过程中提供适时支架，纠正偏差，鼓励创新，而不直接给答案,学生产出初步成果,,,,
导游（540102）,研学旅行策划与管理,综合拓展类,研学旅行生活服务与后勤保障,食宿行质量监控,后勤服务质量监控能力,aadeaeb8-1292-4170-bda7-b68ea946b976,能实时检查餐饮卫生、住宿安全、车辆状况，确保符合标准,无后勤事故,,,,
导游（540102）,研学旅行策划与管理,综合拓展类,研学旅行安全风险识别与评估,风险源辨识,风险源识别能力,d5dc7485-94c6-4e59-985d-90bc3698cb29,能全面识别交通、食品、设施、人际、自然灾害等方面的潜在风险,列出所有潜在风险点,,,,
导游（540102）,研学旅行策划与管理,综合拓展类,研学旅行安全风险识别与评估,风险等级评估,风险评估与分级能力,018ec5a4-26ca-4f0f-8ee4-5c5285b72eda,能依据发生概率和影响程度对风险进行分级（高、中、低）,形成风险等级表,,,,
导游（540102）,研学旅行策划与管理,综合拓展类,研学旅行安全预案编制,预案要素构建,应急预案编制能力,7dd34fc6-378e-4f2f-b52b-af6557b786d1,能针对高风险项编制具体的应急处置流程，包含组织架构、通讯联络、处置步骤,完成预案草稿,,,,
导游（540102）,研学旅行策划与管理,综合拓展类,研学旅行突发事件应急处置,即时响应与现场控制,突发事件现场处置能力,5efe4f75-b3ce-4112-907b-7a123195e38f,能在突发事件发生时保持冷静，迅速启动预案，隔离危险，救助伤员,人员安全，事态稳定,,,,
导游（540102）,研学旅行策划与管理,综合拓展类,研学旅行突发事件应急处置,事后报告与舆情应对,事故报告与沟通能力,da2b4999-d4b3-481c-8ff2-3b84e1088dc4,能按规定时限向上级主管部门和家长报告，并妥善应对媒体询问,完成上报,,,,
导游（540102）,研学旅行策划与管理,综合拓展类,研学旅行服务质量评价指标体系构建,评价维度确立,评价指标体系设计能力,591d9945-1351-4608-9bfc-684e726c34b6,能基于SERVQUAL模型或行业标准，构建包含安全性、教育性、服务性等维度的评价体系,形成指标库,,,,
导游（540102）,研学旅行策划与管理,综合拓展类,研学旅行服务质量评价指标体系构建,权重赋值与量表生成,指标权重设定能力,9798f882-c567-4048-ab54-fbaf196f83a7,能运用层次分析法等方法确定各指标权重，并生成 Likert 五级量表,可用评价量表,,,,
导游（540102）,研学旅行策划与管理,综合拓展类,研学旅行效果评估与反馈收集,数据采集与统计分析,评估数据收集与分析能力,c0c11e93-6d5d-4c7c-beb8-b6b5dc3dba7c,能发放回收问卷，统计满意度，分析开放式问题,数据分析结果,,,,
导游（540102）,研学旅行策划与管理,综合拓展类,研学旅行效果评估与反馈收集,成效综合评价,综合成效评价能力,7c15a318-a6e9-4416-824d-df9ad40ab185,能结合定量数据和定性反馈，对研学效果做出客观评价,评价结论,,,,
导游（540102）,研学旅行策划与管理,综合拓展类,研学旅行项目总结与档案 management,资料归档与整理,项目档案管理能力,843302aa-5f6d-4f87-9626-fb9172ab8ba0,能按照档案管理规范，收集合同、方案、照片、视频、反馈表等资料，分类归档,形成电子/纸质档案,,,,
导游（540102）,研学旅行策划与管理,综合拓展类,研学旅行项目总结与档案 management,经验总结与知识沉淀,项目复盘与知识管理能力,7ed078c5-07a7-4a55-8e92-0b1e06e893a5,能召开复盘会，总结经验教训，形成案例库，优化后续产品,复盘报告及改进计划,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,辨析教育的概念内涵与外延,,教育概念的本质属性辨析,00be76b9-a76d-4df9-9f8e-e4e5f3c203e4,能解释,能准确陈述教育的质的规定性，即有目的地培养人的社会活动。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,辨析教育的概念内涵与外延,,广义与狭义教育的分类识别,98a95f3b-3182-4182-aa5a-ef9917c9a349,能分类,能准确区分广义教育（泛指一切增进人们知识和技能、影响人们思想品德的活动）与狭义教育（主要指学校教育）。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,探究教育起源的主要学说及其依据,,教育起源学说比较与分析,5fe9c939-f8c3-4092-8c6a-b9f4f221ad63,能比较,能清晰阐述生物起源说、心理起源说和劳动起源说的核心观点，并指出前两者的谬误及劳动起源说的科学性。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,分析教育的历史演变规律与发展趋势,,教育历史阶段特征识别,4afdae84-92fa-4da4-8b09-0b7a2ad94235,能识别,能准确对应原始社会、古代社会（奴隶/封建）、近现代社会的教育特征。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,阐释生产力对教育的制约与促进作用,,生产力对教育制约作用分析,3fb926ba-5719-41df-91ab-e868055b85cf,能解释,能列举生产力水平决定教育事业发展的规模和速度、人才培养规格和教育结构、教学内容、方法和组织形式的具体表现。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,分析政治经济制度对教育性质的决定作用,,政治制度对教育性质决定作用解析,7a913469-f431-4988-b37b-4b74ce928c4e,能分析,能准确指出政治经济制度决定教育的领导权、受教育的权利、教育目的和部分教育内容。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,探讨文化、科技人口等因素与教育的互动关系,,文化与教育互动关系阐释,e28e003c-b43a-4dcb-a594-ff3b123d99a4,能解释,能说明文化对教育的价值导向、内容选择影响，以及教育对文化的传承、选择、融合和创新功能。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,识别影响人身心发展的主要因素,,身心发展影响因素识别,3b116e97-6b38-4e05-968e-5d9fe958973f,能识别,能准确对应四大因素及其基本作用：遗传是生理前提，环境是外部条件，学校教育起主导作用，主观能动性是决定性因素。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,解析个体身心发展的基本规律,,身心发展规律与教育对策匹配,49fb3ad9-0cde-4f61-9d7d-0af9cf95dd06,能比较,能将顺序性、阶段性、不平衡性、互补性、个别差异性五大规律与循序渐进、针对性、抓关键期、扬长避短、因材施教等教育要求正确匹配。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,论证学校教育在人的发展中主导作用的机制,,学校教育主导作用机理阐释,c3de6d18-666d-4841-9c5d-25e79f00e9de,能解释,能从目的性、计划性、专业性、系统性等方面论证学校教育的主导地位，并指出其受制于家庭、社会及学生主观能动性。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,梳理教育目的的理论基础与价值取向,,教育目的价值取向辨析,c87c68d8-7800-412b-ac68-ac4a1224a929,能比较,能准确区分个人本位论（强调个人价值、天性）与社会本位论（强调社会需要、公民职责），并能评价其优缺点。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,解读我国教育目的的基本精神与构成要素,,我国教育目的内涵解析,f0c7cbc5-a630-4646-8a12-be01a5912a45,能解释,能完整复述我国教育目的，并解释‘德智体美劳全面发展’及‘社会主义建设者和接班人’的具体含义。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,分析现代学制的类型、建立依据及改革趋势,,学制类型识别与比较,53a8d5bd-c421-4141-b57b-bc72c725bd2e,能分类,能画出或描述三种典型学制结构图，并指出我国现行学制属于分支型学制。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,界定教师的职业角色、权利与义务,,教师角色与法律责任界定,b24861bd-99d9-484e-bcdd-241202676756,能识别,能说出教师作为传道者、授业解惑者、示范者、管理者、朋友、研究者等角色，并能列举至少3项权利和3项义务。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,剖析教师专业发展的阶段与核心素质结构,,教师专业素质结构分析,34c4a9b2-f150-45de-af63-6661d06e512d,能解释,能详细阐述教师应具备的本体性知识、条件性知识、实践性知识，以及教学设计、组织管理、反思研究等能力。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,阐释学生的本质属性与法律地位,,学生观与法律地位解析,cacdaa4a-28bb-4379-a2f8-7a31ffb85a55,能解释,能运用‘以人为本’的学生观分析教育案例，并能列举学生的受教育权、人身权等主要权利。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,构建新型师生关系的特征与互动模式,,新型师生关系特征阐释,6feaa431-65ee-4a4c-bf57-9accecda9743,能解释,能准确概括新型师生关系的四大特征，并能举例说明如何在教学中体现民主平等。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,辨析课程的定义、类型及主要理论流派,,课程概念与类型辨析,f1b11496-f499-47de-980c-85b7b01f9ee8,能分类,能区分正式课程与非正式课程，学科课程与活动课程，并能简述三大课程理论流派的核心主张。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,分析课程目标的来源、取向与表述方式,,课程目标分析与表述,a0048055-50d1-4658-a475-8b033cec36a7,能解释,能运用泰勒原理分析目标来源，并能使用ABCD法（对象、行为、条件、标准）表述具体的教学目标。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,探讨课程内容的选择原则与组织逻辑,,课程内容选择与组织分析,b78aa8b5-9c50-4265-aea7-33cc04bc0b82,能分析,能依据选择原则评判教材内容的适宜性，并解释直线式与螺旋式组织的区别。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,理解课程评价的主要模式与功能,,课程评价模式与应用,6d29b295-6320-493f-bfb6-94ab32dddb6d,能比较,能根据不同评价目的选择合适的评价类型，并简述泰勒目标评价模式的核心步骤。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,阐释教学的本质、任务及过程规律,,教学本质与规律阐释,e21b0990-9885-4fc3-817c-5b149e601fee,能解释,能准确表述间接经验与直接经验相结合、教师主导与学生主体相统一等四条规律，并能在案例中识别。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,解析主要教学原则的内涵与贯彻要求,,教学原则识别与应用,a9dabd86-f53d-435d-b666-33d45b968c34,能判断,能根据教学情境判断教师运用了何种教学原则，或指出违背了何种原则。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,比较常见教学方法的优缺点及适用情境,,教学方法选择与评价,53e328fb-eb16-47df-a32d-f0a9afab4bd0,能比较,能针对特定教学内容（如概念引入、技能训练）推荐最佳教学方法组合，并说明理由。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,分析教学组织形式的发展演变与基本类型,,教学组织形式辨析,4554c76f-7fb7-4840-ba95-8c9bc92eac76,能分析,能详细说明班级授课制的定义、优缺点，并区分作业、参观、辅导等辅助形式。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,界定德育的概念、意义与目标体系,,德育概念与目标体系解析,095e3bb7-55b0-4f89-968a-479504c0450c,能解释,能阐明德育包括政治、思想、道德、法治、心理健康教育，并指出德育是灵魂和方向。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,分析德育过程的规律与矛盾运动,,德育过程规律分析,f407e61c-85a2-4366-acec-29c632dee7ce,能分析,能解释为何德育不能一蹴而就，以及如何促进知情意行的协调发展。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,阐述德育原则的内容及实施策略,,德育原则应用,90a2b5d9-237e-4b1d-88e9-ad7d297e68f8,能判断,能针对学生违纪或思想问题，选择合适的德育原则进行处理。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,辨析常用德育途径与方法的特点,,德育方法选择与辨析,c19c77b7-e9ec-4c92-b698-7fa4b5ba930b,能比较,能根据德育目标选择最有效的方法，如培养行为习惯用实际锻炼，激发情感用陶冶教育。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,理解班集体的形成阶段与发展特征,,班集体发展阶段识别,333f6908-b411-4642-8999-76bf21cc079a,能识别,能判断班级当前所处的发展阶段，并采取相应的管理策略。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,分析班主任工作的主要内容与职责,,班主任工作职责解析,72c71438-4706-4ecd-9a60-e42ea3a71133,能解释,能全面概述班主任在班级管理、学生指导、家校沟通等方面的具体职责。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,探讨班级管理的基本原则与模式,,班级管理原则与模式应用,6c851280-b5f0-4693-aa26-be63ecaf411a,能分析,能运用马卡连柯的平行教育理论或民主管理理念分析班级管理案例。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,掌握教育研究的基本步骤与方法论,,教育研究流程与方法识别,aff7cb28-bd04-4d95-b3c5-252911a0f533,能解释,能列出教育研究的基本步骤，并简述观察法、调查法、实验法、个案法的适用范围。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,识别教育行动研究的特点与实施流程,,教育行动研究特征与流程解析,38ba85db-00dd-466f-8083-2685a4e52391,能解释,能区分行动研究与传统学术研究的不同，并能设计一个简单的行动研究循环。,,,,
旅游管理与服务教育（540103）,教育学基础,理论认知类,规划教师专业发展的路径与反思策略,,教师专业发展路径规划,7c95c794-babf-4a93-aa2c-a830449ab4b9,能解释,能制定个人专业发展规划，并运用波斯纳公式‘经验+反思=成长’指导自我提升。,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,旅游职业教育学理与课程标准分析,旅游职业教育学理特征解析,旅游职业教育类型特征识别,e202bd18-e095-42d3-a5ed-5a685f91c703,能准确阐述旅游职业教育的跨界性、实践性及职业性特征，并区分其与普通高等教育的差异,能够清晰界定旅游职业教育的内涵与外延,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,旅游职业教育学理与课程标准分析,旅游专业课程标准深度解读,课程标准要素拆解与分析,f9550903-61fd-4413-be1b-3df48de2ec1c,能依据教育部发布的旅游类专业教学标准，准确提取课程性质、目标、内容框架及实施建议,形成课程标准关键要素拆解图,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,旅游专业学情分析与教学目标设计,旅游专业学生学情多维诊断,学情数据采集与分析,8b2fe026-8ed1-4730-848e-56d375c6ae9e,能运用问卷、访谈、测试等多种工具收集学生数据，并分析其对教学的影响,形成学情分析诊断报告,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,旅游专业学情分析与教学目标设计,基于能力本位的教学目标设计,三维教学目标编制,ea2a443b-5460-42ab-8ef2-a29f0bc7a41f,能依据布鲁姆教育目标分类学，规范编写知识、技能、素养三类目标,形成规范的教学目标陈述,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,旅游教学内容重构与教案编制,基于典型工作任务的内容重构,工作内容向教学内容转化,e1aaac45-ddf3-4868-9f58-b39a92f74978,能提取旅游企业典型工作任务，将其转化为适合教学的学习领域和学习情境,形成重构后的教学内容模块,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,旅游教学内容重构与教案编制,规范化教案编制与优化,教案结构与要素设计,fe43bced-dd2a-408c-9c49-8d7f9f0ac1fa,能按照职业院校教案规范，完整编写教学进程、师生互动、时间分配及板书设计,一份可执行的标准教案,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,旅游理论讲授与案例教学法设计,启发式理论讲授设计,理论知识的逻辑化与问题化呈现,b2a4aafe-6208-4955-9242-295f69a97def,能运用类比、图解、问题链等方法，将抽象旅游理论具象化、逻辑化,形成问题引导式的讲授脚本,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,旅游理论讲授与案例教学法设计,典型案例筛选与研讨组织,案例教学法实施设计,eeba70da-bba3-413e-905c-50e5b63fb9b1,能甄选具有争议性或代表性的旅游案例，并设计有效的课堂研讨与点评环节,案例教学实施方案,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,旅游情境模拟与角色扮演教学组织,高仿真服务情境创设,情境脚本编写与环境布置,94683351-b8bf-4658-a3d6-34a966a86b81,能根据教学目标编写包含突发状况的情境脚本，并利用实训室资源还原真实工作场景,情境模拟脚本与场景布置图,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,旅游情境模拟与角色扮演教学组织,角色扮演过程管控与复盘,角色扮演组织与引导,420a6b4c-dd5f-467e-809e-d8078c1c9a90,能有效分配角色，监控表演过程，并在结束后引导学生进行自我反思与互评,角色扮演活动记录与复盘报告,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,旅游项目驱动与任务导向教学实施,旅游综合项目设计与发布,项目任务书编制,bcc5cbdc-a635-411e-97d2-c9856cb8ef5a,能设计具有挑战性、开放性且符合行业规范的项目任务，明确交付物标准,项目任务书,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,旅游项目驱动与任务导向教学实施,项目实施过程指导与监控,项目过程咨询与纠偏,d9c2b9df-93b0-4339-a579-2fa3ad5b85d6,能在学生遇到瓶颈时提供支架式帮助，监控进度，协调团队冲突,项目过程指导记录,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,现代信息技术在旅游教学中的融合应用,数字化教学资源甄选与整合,数字化工具与资源应用,e2f04818-224a-4dfb-afa1-d61dfbcbb32c,能熟练运用VR全景、虚拟仿真软件、在线平台等资源辅助教学，解决传统教学痛点,数字化资源应用清单,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,现代信息技术在旅游教学中的融合应用,数据驱动的教学互动与反馈,学习数据分析与即时反馈,5a47e85c-9b6c-4349-8c4a-61fd69898c60,能解读学习平台产生的行为数据（签到、答题正确率、观看时长），并据此调整教学,基于数据的课堂调整记录,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,校内旅游实训室教学场景设计与管控,实训室职场化环境营造,实训室7S管理与文化植入,664e58d7-cbc2-49b2-a940-0873ec48e624,能按照企业7S标准整理实训室，并植入企业文化元素，营造职场氛围,达标实训室环境,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,校内旅游实训室教学场景设计与管控,实训教学过程标准化管控,实训操作规程执行与监控,38cd68dd-7ef6-4e5d-8b7a-57e76bec5148,能严格按照SOP（标准作业程序）指导学生操作，并及时纠正违规行为,规范的实训操作记录,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,校外旅游企业实习教学过程管理与指导,校企协同实习管理机制构建,实习协议与管理架构设计,60666d43-1ad5-4f90-8a34-7005af0a53d3,能起草规范的实习协议，建立校企导师双向沟通机制,实习管理组织架构与协议,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,校外旅游企业实习教学过程管理与指导,实习生心理适应与职业指导,远程心理疏导与职业咨询,d9beaff2-6306-47f0-94f0-3781f9f61252,能识别实习生的心理危机信号，提供有效的心理支持和职业规划建议,心理辅导记录与干预方案,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,旅游职业技能竞赛指导与训练策略,竞赛标准解析与选手选拔,竞赛技术文件对标分析,262d6239-8ff4-4208-9bb0-ebc6d0d5eca9,能深入解读技能大赛技术文件，提取评分细则中的关键得分点与失分点,竞赛考点拆解表,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,旅游职业技能竞赛指导与训练策略,高强度刻意训练与心理调适,刻意训练计划实施,29839f4a-c5d3-4db6-a265-d6dd19bed8c2,能设计针对弱项的刻意训练方案，并进行全真模拟对抗,选手竞技状态巅峰,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,旅游学生学业多元评价体系构建,多元化评价维度设计,评价指标体系构建,e5e39a6d-ebd0-451e-9222-be688588037e,能设计包含自评、互评、师评、企评的多主体评价方案，并确定各维度权重,多元评价权重表,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,旅游学生学业多元评价体系构建,评价结果反馈与应用,评价数据分析与反馈,ebc420f9-b8ce-4e41-b0ff-f7ad8e98e2da,能分析评价数据，向学生提供个性化反馈，并向自身教学提供改进建议,学业分析报告,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,旅游课堂教学质量诊断与听课评课,基于观察量表的课堂诊断,课堂观察与数据收集,69679663-4041-45bf-8923-d1ba844827d5,能运用LICC模式或其他观察工具，记录师生互动、时间分配、提问质量等数据,课堂观察原始数据,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,旅游课堂教学质量诊断与听课评课,建设性评课与改进建议,评课沟通与建议提出,a513268a-04ec-4e67-a7bb-b693eedf6746,能运用“三明治”法等沟通技巧，既肯定亮点又指出不足，并提供具体改进策略,评课记录与改进共识,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,旅游教学反思日志撰写与行动研究,结构化教学反思日志撰写,反思性写作与实践,91e5e517-1f3e-4642-9a6c-27c484545bf7,能运用ORID、KOLB等模型，定期撰写高质量的教学反思日志,教学反思日志集,,,,
旅游管理与服务教育（540103）,旅游教学法,综合拓展类,旅游教学反思日志撰写与行动研究,基于课堂问题的行动研究,微型行动研究实施,e6fb5bcd-bbb6-458e-9bbd-3f069b84b60e,能将教学痛点转化为研究课题，设计并实施改进方案，验证效果,行动研究报告或论文,,,,
旅游管理与服务教育（540103）,职业教育心理学,理论认知类,认知职校生身心发展的阶段性与特殊性,,辨析职校生身心发展的阶段性特征,f0390cc8-59ac-47c7-bc38-12c23ab8bb89,能解释,能清晰阐述职校生在生理成熟度、心理断乳期及社会化进程中的阶段性特点。,,,,
旅游管理与服务教育（540103）,职业教育心理学,理论认知类,分析职校生认知风格与学习类型的差异,,识别职校生的认知风格偏好,8752c1c1-1ebe-4590-9b98-10e70ce8dd61,能分类,能根据学生的信息加工方式，将其划分为场依存型/场独立型、冲动型/沉思型等类别。,,,,
旅游管理与服务教育（540103）,职业教育心理学,理论认知类,探究职校生自我意识与社会性发展的特点,,评估职校生自我意识发展水平,8db49b57-8b2f-4c4c-9be8-278e0b1f04ad,能判断,能识别职校生自我评价中存在的偏差（如过低自尊或过度防御），并解释其成因。,,,,
旅游管理与服务教育（540103）,职业教育心理学,理论认知类,阐释行为主义与建构主义在学习理论中的演变,,比较不同学习理论的核心主张,12e1842b-01f5-4ff6-b396-63604f1f74ac,能比较,能清晰列出行为主义、认知主义、建构主义的关键区别，并指出建构主义对职教改革的启示。,,,,
旅游管理与服务教育（540103）,职业教育心理学,理论认知类,解析技能形成过程中的心理机制与阶段特征,,诊断技能形成的阶段特征,236eee0d-23fb-49cf-bc0d-820ebb18b336,能识别,能准确判断学生处于操作定向、操作模仿、操作整合还是操作熟练阶段。,,,,
旅游管理与服务教育（540103）,职业教育心理学,理论认知类,辨析学习动机理论及其在职教情境下的适用性,,应用动机理论分析学习行为,e5b37d92-5ae8-4f56-b0e5-836c7d0a2928,能解释,能运用成败归因理论、自我效能感理论解释学生的厌学或进取行为。,,,,
旅游管理与服务教育（540103）,职业教育心理学,理论认知类,界定职教教师的角色定位与职业心理特征,,阐释职教教师的多重角色,1f24b33b-0ef6-4e66-8cce-706896c7d59c,能列举,能完整列出职教教师作为知识传授者、技能示范者、职业引导者、心理辅导者的角色职责。,,,,
旅游管理与服务教育（540103）,职业教育心理学,理论认知类,评估教师职业倦怠的成因、表现及影响机制,,识别职业倦怠的三维表现,cf23088e-e90d-4b80-a791-2564836e4b71,能识别,能依据马斯拉克倦怠量表（MBI）的三个维度（情绪衰竭、去个性化、低成就感）识别倦怠症状。,,,,
旅游管理与服务教育（540103）,职业教育心理学,理论认知类,认知教师心理健康维护的标准与调适原则,,应用心理调适策略,3b521928-7c15-4afa-9bff-7c88ff9c766d,能应用,能列举并演示至少三种适合教师的压力管理与情绪调节方法。,,,,
旅游管理与服务教育（540103）,职业教育心理学,理论认知类,分析职教课堂中师生关系的类型及其心理效应,,评判师生关系类型,a1d8f248-854b-42ee-ad89-4231366fe902,能分类,能依据勒温的领导作风理论，将师生关系划分为专制型、民主型、放任型，并分析其效应。,,,,
旅游管理与服务教育（540103）,职业教育心理学,理论认知类,探究班级群体结构、规范对个体行为的影响机制,,分析非正式群体的功能,97e25348-6dac-49d0-b3b2-b0ed56c3ad8a,能解释,能识别班级中的非正式群体（小圈子），并分析其对学生行为的正向或负向影响。,,,,
旅游管理与服务教育（540103）,职业教育心理学,理论认知类,认知职业学校人际冲突的心理根源与处理原则,,诊断人际冲突的心理根源,6b30ee1e-9950-4fb8-af01-a1c4f414b693,能判断,能识别冲突背后的归因偏差、沟通障碍或需求未被满足等心理因素。,,,,
旅游管理与服务教育（540103）,职业教育心理学,理论认知类,识别常见心理问题与精神障碍的基本特征与界限,,鉴别心理问题严重程度,f6c97607-4197-41ad-9424-165970174171,能区分,能依据病程、痛苦程度、社会功能受损情况，区分正常心理、一般心理问题、严重心理问题和疑似精神障碍。,,,,
旅游管理与服务教育（540103）,职业教育心理学,理论认知类,理解心理咨询与伦理规范在职业教育中的应用边界,,执行心理咨询伦理规范,6cce5661-fbce-4f4a-a74b-df0ee8c280e8,能判断,能准确判断何时应遵守保密原则，何时应突破保密限制（保密例外）。,,,,
旅游管理与服务教育（540103）,职业教育心理学,理论认知类,掌握心理危机干预的理论模型与基本流程逻辑,,实施心理危机干预六步法,549c5210-3086-423a-b4cb-da9632a0eadb,能应用,能按照吉尔兰德六步法（确定问题、保证安全、给予支持、提出变通、制定计划、得到承诺）进行模拟干预。,,,,
休闲服务与管理（540104）,休闲学概论,理论认知类,辨析休闲、闲暇、游憩及旅游的概念边界与内在联系,,概念内涵辨析能力,e8eb45a0-a376-43ba-84b5-cd9a5c668e18,能解释,能准确复述并解释四个概念的核心定义，指出其本质差异。,,,,
休闲服务与管理（540104）,休闲学概论,理论认知类,辨析休闲、闲暇、游憩及旅游的概念边界与内在联系,,概念关系构建能力,a3ee6750-7cd3-4de5-a98f-fbbb32c0441b,能比较,能绘制或口述四者之间的逻辑关系图，说明包含与被包含、时间与空间的关系。,,,,
休闲服务与管理（540104）,休闲学概论,理论认知类,阐释休闲的社会学、心理学及经济学多维定义,,多学科视角解读能力,439781e0-5c0f-496a-8a4f-2c5b7e6b5557,能解释,能分别从社会角色、心理状态、经济行为三个维度阐述休闲的定义。,,,,
休闲服务与管理（540104）,休闲学概论,理论认知类,解析休闲活动的核心属性与基本特征,,属性特征识别能力,940a7ba9-360d-41d0-8788-b5ffcb52cffb,能识别,能准确列出休闲的四大核心属性，并结合实例进行说明。,,,,
休闲服务与管理（540104）,休闲学概论,理论认知类,分析个体参与休闲行为的内在驱动力与外在诱因,,休闲动机分析能力,5fe3d215-da91-440d-8f2d-2229c2b5d5ba,能分析,能运用推拉理论框架，具体分析某一休闲案例中的推力（内在驱动）和拉力（外在诱因）。,,,,
休闲服务与管理（540104）,休闲学概论,理论认知类,探究休闲体验中的心流理论与满足感形成机制,,心流体验解析能力,28ae6498-78d7-41ca-91db-be10633db1ab,能解释,能阐述心流产生的条件（技能与挑战平衡），并说明其对休闲满意度的影响。,,,,
休闲服务与管理（540104）,休闲学概论,理论认知类,认知不同生命周期阶段的休闲需求差异与演变规律,,生命周期需求对比能力,bdc7dfd9-942a-4fa4-82fe-7828ca7f7e01,能比较,能列表对比各阶段休闲需求的核心差异，并总结演变规律。,,,,
休闲服务与管理（540104）,休闲学概论,理论认知类,识别休闲产业的核心构成要素与产业链条结构,,产业结构识别能力,cd33ac20-f387-4500-a4bf-e26c0c125506,能识别,能列举休闲产业的主要门类，并画出简单的产业链流程图。,,,,
休闲服务与管理（540104）,休闲学概论,理论认知类,评估休闲活动对区域经济发展的贡献指标与乘数效应,,经济指标解读能力,7fe8f683-8073-469c-8614-2fe43f849703,能解释,能说出GDP贡献、就业率、税收等指标，并通俗解释乘数效应。,,,,
